ID_MUNICIPIO,ID_SETOR_CENSITARIO,PRM_00_04,PRM_05_09,PRM_10_14,PRM_15_19,PRM_20_24,PRM_25_29,PRM_30_34,PRM_35_39,PRM_40_44,PRM_45_49,PRM_50_54,PRM_55_59,PRM_60_64,PRM_65_69,PRM_70_74,PRM_75_79,PRM_80_84,PRM_85_89,PRM_90_94,PRM_95_99,PRM_100,PRF_00_04,PRF_05_09,PRF_10_14,PRF_15_19,PRF_20_24,PRF_25_29,PRF_30_34,PRF_35_39,PRF_40_44,PRF_45_49,PRF_50_54,PRF_55_59,PRF_60_64,PRF_65_69,PRF_70_74,PRF_75_79,PRF_80_84,PRF_85_89,PRF_90_94,PRF_95_99,PRF_100,PIA_M,PIA_F,PIA_T,RS_00_04,RS_05_09,RS_10_14,RS_15_19,RS_20_24,RS_25_29,RS_30_34,RS_35_39,RS_40_44,RS_45_49,RS_50_54,RS_55_59,RS_60_64,RS_65_69,RS_70_74,RS_75_79,RS_80_84,RS_85_89,RS_90_94,RS_95_99,RS_100,IE_M,IE_F,DR_CLASSE_AB,DR_CLASSE_C,DR_CLASSE_D,DR_CLASSE_E,RR_CLASSE_A,RR_CLASSE_B,RR_CLASSE_C,RR_CLASSE_D,RR_CLASSE_E
3531407,353140705000001,13.0,14.0,14.0,22.0,20.0,36.0,27.0,25.0,19.0,23.0,24.0,30.0,22.0,18.0,19.0,7.0,11.0,4.0,2.0,2.0,0.0,15.0,11.0,12.0,14.0,43.0,36.0,29.0,18.0,30.0,19.0,32.0,33.0,27.0,22.0,16.0,27.0,23.0,9.0,2.0,1.0,0.0,0.7045454545454546,0.6706443914081146,0.6861219195849546,0.87,1.27,1.17,1.57,0.47,1.0,0.93,1.39,0.63,1.21,0.75,0.91,0.81,0.82,1.19,0.26,0.48,0.44,1.0,2.0,,1.5365853658536586,2.6315789473684212,4.0,38.0,98.0,142.0,1.0,21.0,71.0,111.0,68.0
3531407,353140705000002,28.0,35.0,42.0,32.0,57.0,46.0,39.0,41.0,41.0,41.0,41.0,19.0,25.0,16.0,14.0,15.0,8.0,5.0,1.0,0.0,0.0,28.0,27.0,37.0,33.0,52.0,47.0,29.0,44.0,38.0,44.0,41.0,30.0,29.0,26.0,23.0,13.0,9.0,6.0,0.0,2.0,0.0,0.6996336996336996,0.6935483870967742,0.6965579710144928,1.0,1.3,1.14,0.97,1.1,0.98,1.34,0.93,1.08,0.93,1.0,0.63,0.86,0.62,0.61,1.15,0.89,0.83,,0.0,,0.5619047619047619,0.8586956521739131,7.0,7.0,89.0,265.0,1.0,15.0,44.0,141.0,145.0
3531407,353140705000003,17.0,16.0,29.0,28.0,34.0,32.0,32.0,32.0,23.0,31.0,22.0,28.0,10.0,16.0,14.0,3.0,5.0,1.0,1.0,0.0,0.0,19.0,20.0,17.0,25.0,21.0,34.0,34.0,29.0,37.0,25.0,25.0,29.0,24.0,14.0,13.0,7.0,11.0,3.0,1.0,1.0,0.0,0.7272727272727273,0.7275064267352185,0.727391874180865,0.89,0.8,1.71,1.12,1.62,0.94,0.94,1.1,0.62,1.24,0.88,0.97,0.42,1.14,1.08,0.43,0.45,0.33,1.0,0.0,,0.6451612903225806,0.8928571428571429,3.0,24.0,90.0,143.0,5.0,13.0,59.0,103.0,75.0
3531407,353140705000004,25.0,23.0,20.0,31.0,30.0,33.0,37.0,31.0,29.0,22.0,29.0,12.0,12.0,9.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,28.0,22.0,17.0,31.0,36.0,34.0,30.0,31.0,27.0,28.0,25.0,19.0,15.0,14.0,10.0,6.0,4.0,2.0,0.0,0.0,0.0,0.7307692307692307,0.7282321899736148,0.7294751009421265,0.89,1.05,1.18,1.0,0.83,0.97,1.23,1.0,1.07,0.79,1.16,0.63,0.8,0.64,1.2,0.83,1.0,0.0,,,,0.4411764705882353,0.5373134328358209,0.0,3.0,33.0,202.0,0.0,2.0,9.0,99.0,119.0
3531407,353140705000005,43.0,44.0,44.0,37.0,73.0,74.0,41.0,39.0,30.0,26.0,25.0,26.0,16.0,18.0,8.0,14.0,5.0,3.0,1.0,2.0,0.0,50.0,49.0,29.0,34.0,69.0,36.0,37.0,32.0,32.0,29.0,35.0,22.0,16.0,23.0,12.0,7.0,11.0,5.0,5.0,0.0,0.0,0.680140597539543,0.6416510318949343,0.661524500907441,0.86,0.9,1.52,1.09,1.06,2.06,1.11,1.22,0.94,0.9,0.71,1.18,1.0,0.78,0.67,2.0,0.45,0.6,0.2,,,0.3893129770992366,0.4921875,0.0,1.0,24.0,302.0,0.0,0.0,6.0,70.0,234.0
3531407,353140705000006,43.0,42.0,36.0,45.0,51.0,56.0,49.0,43.0,38.0,42.0,34.0,30.0,16.0,15.0,9.0,4.0,4.0,4.0,0.0,1.0,0.0,27.0,43.0,41.0,47.0,43.0,54.0,34.0,44.0,40.0,28.0,28.0,27.0,14.0,21.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.7188612099644128,0.7025440313111546,0.7110904007455732,1.59,0.98,0.88,0.96,1.19,1.04,1.44,0.98,0.95,1.5,1.21,1.11,1.14,0.71,1.29,0.67,0.8,2.0,,,,0.30578512396694213,0.36936936936936937,0.0,1.0,31.0,293.0,0.0,1.0,10.0,120.0,187.0
3531407,353140705000007,25.0,26.0,29.0,34.0,33.0,32.0,33.0,30.0,20.0,23.0,16.0,20.0,30.0,28.0,16.0,12.0,3.0,3.0,2.0,2.0,0.0,14.0,9.0,30.0,29.0,23.0,25.0,34.0,37.0,22.0,21.0,45.0,27.0,29.0,30.0,19.0,20.0,11.0,10.0,3.0,1.0,1.0,0.6498800959232613,0.6636363636363637,0.6569428238039673,1.79,2.89,0.97,1.17,1.43,1.28,0.97,0.81,0.91,1.1,0.36,0.74,1.03,0.93,0.84,0.6,0.27,0.3,0.67,2.0,0.0,0.825,1.7924528301886793,6.0,21.0,81.0,181.0,3.0,16.0,50.0,102.0,111.0
3531407,353140705000008,21.0,32.0,25.0,40.0,49.0,45.0,38.0,49.0,34.0,37.0,21.0,25.0,16.0,9.0,11.0,6.0,3.0,0.0,1.0,1.0,0.0,40.0,36.0,26.0,42.0,39.0,41.0,46.0,41.0,36.0,26.0,16.0,23.0,13.0,18.0,10.0,3.0,2.0,0.0,1.0,0.0,0.0,0.7645788336933045,0.7037037037037037,0.7342733188720173,0.53,0.89,0.96,0.95,1.26,1.1,0.83,1.2,0.94,1.42,1.31,1.09,1.23,0.5,1.1,2.0,1.5,,1.0,,,0.3974358974358974,0.3333333333333333,1.0,1.0,33.0,244.0,0.0,0.0,14.0,106.0,143.0
3531407,353140705000009,25.0,22.0,23.0,24.0,40.0,34.0,23.0,23.0,29.0,25.0,14.0,14.0,16.0,11.0,7.0,6.0,4.0,2.0,1.0,0.0,0.0,21.0,18.0,17.0,32.0,37.0,28.0,26.0,28.0,28.0,23.0,30.0,22.0,12.0,8.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.7055393586005831,0.7665706051873199,0.736231884057971,1.19,1.22,1.35,0.75,1.08,1.21,0.88,0.82,1.04,1.09,0.47,0.64,1.33,1.38,0.88,1.0,2.0,2.0,,,,0.44285714285714284,0.44642857142857145,1.0,7.0,43.0,173.0,0.0,5.0,21.0,83.0,98.0
3531407,353140705000012,58.0,41.0,33.0,53.0,44.0,91.0,69.0,48.0,56.0,36.0,27.0,17.0,13.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,47.0,48.0,37.0,60.0,52.0,79.0,61.0,68.0,41.0,26.0,28.0,18.0,14.0,16.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7454844006568144,0.7351973684210527,0.7403451109285127,1.23,0.85,0.89,0.88,0.85,1.15,1.13,0.71,1.37,1.38,0.96,0.94,0.93,0.75,0.86,1.0,0.5,,,0.0,,0.17424242424242425,0.2196969696969697,1.0,9.0,82.0,296.0,0.0,10.0,34.0,199.0,135.0
