id_municipio,id_setor_censitario,prm_00_04,prm_05_09,prm_10_14,prm_15_19,prm_20_24,prm_25_29,prm_30_34,prm_35_39,prm_40_44,prm_45_49,prm_50_54,prm_55_59,prm_60_64,prm_65_69,prm_70_74,prm_75_79,prm_80_84,prm_85_89,prm_90_94,prm_95_99,prm_100,prf_00_04,prf_05_09,prf_10_14,prf_15_19,prf_20_24,prf_25_29,prf_30_34,prf_35_39,prf_40_44,prf_45_49,prf_50_54,prf_55_59,prf_60_64,prf_65_69,prf_70_74,prf_75_79,prf_80_84,prf_85_89,prf_90_94,prf_95_99,prf_100,pia_homens,pia_mulheres,pia_total,rs_00_04,rs_05_09,rs_10_14,rs_15_19,rs_20_24,rs_25_29,rs_30_34,rs_35_39,rs_40_44,rs_45_49,rs_50_54,rs_55_59,rs_60_64,rs_65_69,rs_70_74,rs_75_79,rs_80_84,rs_85_89,rs_90_94,rs_95_99,rs_100,ie_masculino,ie_feminino,dr_classe_ab,dr_classe_c,dr_classe_d,dr_classe_e,rr_classe_a,rr_classe_b,rr_classe_c,rr_classe_d,rr_classe_e
2709152,270915205000003,37,37,59,41,36,35,33,32,20,16,12,18,16,12,6,5,4,0,2,0,0,36,34,32,39,37,36,42,31,26,17,17,19,17,11,4,8,5,0,0,0,0,0.6152019002375297,0.683698296836983,0.6490384615384616,1.03,1.09,1.84,1.05,0.97,0.97,0.79,1.03,0.77,0.94,0.71,0.95,0.94,1.09,1.5,0.62,0.8,NULL,NULL,NULL,NULL,0.21804511278195488,0.27450980392156865,0,1,10,187,1,1,7,15,144
2709152,270915205000004,50,54,48,56,44,52,38,34,33,24,20,36,12,9,12,8,6,1,1,0,0,42,54,64,46,53,54,49,47,41,31,31,37,18,18,12,7,4,1,1,1,0,0.6486988847583643,0.6661211129296236,0.6579634464751958,1.19,1.0,0.75,1.22,0.83,0.96,0.78,0.72,0.8,0.77,0.65,0.97,0.67,0.5,1.0,1.14,1.5,1.0,1.0,0.0,NULL,0.24342105263157895,275,3,1,16,274,3,0,13,44,208
2709152,270915205000005,61,71,76,76,54,41,54,33,31,25,19,22,9,4,3,9,2,1,0,0,0,70,63,83,78,54,68,50,43,31,22,23,17,10,10,9,3,1,1,1,1,0,0.6159052453468697,0.6206896551724138,0.6183889340927583,0.87,1.13,0.92,0.97,1.0,0.6,1.08,0.77,1.0,1.14,0.83,1.29,0.9,0.4,0.33,3.0,2.0,1.0,0.0,0.0,NULL,0.09134615384615384,0.12037037037037036,0,1,3,280,0,2,1,39,213
2709152,270915205000006,51,51,61,61,51,48,31,24,29,19,21,27,12,15,8,2,0,3,1,0,0,52,64,59,63,47,54,46,35,26,29,25,21,24,12,3,3,1,3,0,0,0,0.6271844660194175,0.6525573192239859,0.6404805914972274,0.98,0.8,1.03,0.97,1.09,0.89,0.67,0.69,1.12,0.66,0.84,1.29,0.5,1.25,2.67,0.67,0.0,1.0,NULL,NULL,NULL,0.17791411042944785,0.12571428571428572,0,0,3,267,0,1,0,17,234
2709152,270915205000016,63,63,77,74,52,53,41,22,30,23,27,24,14,8,2,5,2,0,2,0,0,57,62,66,70,67,51,26,27,29,34,22,21,11,11,5,7,3,0,1,0,0,0.6185567010309279,0.6280701754385964,0.6232638888888888,1.11,1.02,1.17,1.06,0.78,1.04,1.58,0.81,1.03,0.68,1.23,1.14,1.27,0.73,0.4,0.71,0.67,NULL,2.0,NULL,NULL,0.09359605911330049,0.14594594594594595,0,0,2,250,0,0,0,6,205
2709152,270915205000017,80,110,103,116,73,60,45,53,59,26,27,33,21,18,9,6,2,4,4,0,0,94,87,131,90,71,63,64,71,55,32,25,20,19,15,17,4,4,0,2,1,1,0.6042402826855123,0.5889145496535797,0.5965014577259475,0.85,1.26,0.79,1.29,1.03,0.95,0.7,0.75,1.07,0.81,1.08,1.65,1.11,1.2,0.53,1.5,0.5,NULL,2.0,0.0,0.0,0.14675767918088736,0.14102564102564102,0,0,3,394,0,1,1,18,345
2709152,270915205000018,9,14,19,10,11,11,7,13,5,9,8,5,9,2,1,0,1,1,0,0,0,17,14,9,16,8,16,14,8,10,2,5,5,3,5,1,2,2,1,0,0,0,0.6518518518518519,0.6304347826086957,0.6410256410256411,0.53,1.0,2.11,0.62,1.38,0.69,0.5,1.62,0.5,4.5,1.6,1.0,3.0,0.4,1.0,0.0,0.5,1.0,NULL,NULL,NULL,0.11904761904761904,275,0,0,1,80,0,0,2,4,64
2709152,270915205000019,9,13,17,26,11,8,9,9,8,7,10,7,7,6,0,2,0,1,0,0,0,8,8,20,12,15,9,15,9,8,7,5,4,5,4,4,2,2,0,1,0,0,0.68,0.644927536231884,0.6631944444444444,1.12,1.62,0.85,2.17,0.73,0.89,0.6,1.0,1.0,1.0,2.0,1.75,1.4,1.5,0.0,1.0,0.0,NULL,0.0,NULL,NULL,0.23076923076923078,0.3611111111111111,1,0,3,71,1,1,3,7,61
2709152,270915205000024,16,23,35,23,25,18,13,12,10,8,10,11,8,0,4,2,1,3,1,1,0,19,24,28,28,23,9,13,12,17,7,9,8,7,5,4,3,2,1,0,0,0,0.6160714285714286,0.6073059360730594,0.6117381489841986,0.84,0.96,1.25,0.82,1.09,2.0,1.0,1.0,0.59,1.14,1.11,1.38,1.14,0.0,1.0,0.67,0.5,3.0,NULL,NULL,NULL,0.16216216216216217,0.2112676056338028,0,0,2,95,0,0,1,7,73
2709152,270915205000020,28,33,49,41,24,27,21,19,14,19,6,12,12,6,2,1,1,0,0,0,0,39,36,39,27,20,19,19,20,8,10,9,10,6,4,5,2,0,0,0,0,0,0.6190476190476191,0.5421245421245421,0.5833333333333334,0.72,0.92,1.26,1.52,1.2,1.42,1.11,0.95,1.75,1.9,0.67,1.2,2.0,1.5,0.4,0.5,NULL,NULL,NULL,NULL,NULL,0.09090909090909091,0.09649122807017543,0,3,2,138,0,1,2,2,119
2709152,270915205000021,21,33,35,34,17,26,21,15,13,11,8,9,9,7,6,3,1,3,0,0,0,23,31,29,24,25,25,21,9,12,14,15,13,9,7,6,3,2,0,0,0,0,0.5992647058823529,0.6231343283582089,0.6111111111111112,0.91,1.06,1.21,1.42,0.68,1.04,1.0,1.67,1.08,0.79,0.53,0.69,1.0,1.0,1.0,1.0,0.5,NULL,NULL,NULL,NULL,0.2247191011235955,0.21686746987951808,0,1,3,125,0,1,2,7,95
2709152,270915205000022,7,3,7,1,7,3,5,5,2,2,0,1,1,2,0,0,1,0,0,0,0,6,4,2,10,6,3,4,3,1,4,1,3,2,0,0,1,0,0,0,0,0,0.574468085106383,0.74,0.6597938144329897,1.17,0.75,3.5,0.1,1.17,1.0,1.25,1.67,2.0,0.5,0.0,0.33,0.5,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,0.17647058823529413,0.08333333333333333,0,1,2,23,0,1,0,2,23
2709152,270915205000007,69,71,86,73,71,55,37,45,35,45,29,24,20,17,10,6,5,0,0,0,0,68,77,83,69,68,64,48,61,31,42,32,25,23,21,4,5,7,0,0,0,0,0.6217765042979942,0.635989010989011,0.6290322580645161,1.01,0.92,1.04,1.06,1.04,0.86,0.77,0.74,1.13,1.07,0.91,0.96,0.87,0.81,2.5,1.2,0.71,NULL,NULL,NULL,NULL,0.168141592920354,0.16228070175438597,0,1,7,338,1,0,4,20,268
2709152,270915205000008,32,45,77,74,54,62,30,31,37,25,22,18,16,16,11,2,2,0,0,1,0,57,67,61,70,63,53,40,41,31,40,27,22,17,23,11,6,4,2,1,0,0,0.6648648648648648,0.6352201257861635,0.6490344248530646,0.56,0.67,1.26,1.06,0.86,1.17,0.75,0.76,1.19,0.62,0.81,0.82,0.94,0.7,1.0,0.33,0.5,0.0,0.0,NULL,NULL,0.2077922077922078,0.25405405405405407,0,1,7,293,0,0,2,32,253
2709152,270915205000027,35,42,44,26,29,32,21,23,23,10,8,13,4,4,3,2,2,0,1,1,1,41,32,36,40,35,24,25,17,10,8,8,9,5,4,6,3,4,0,0,0,0,0.5833333333333334,0.5895765472312704,0.5863708399366085,0.85,1.31,1.22,0.65,0.83,1.33,0.84,1.35,2.3,1.25,1.0,1.44,0.8,1.0,0.5,0.67,0.5,NULL,NULL,NULL,NULL,0.11570247933884298,0.1559633027522936,1,1,0,155,0,1,1,3,133
2709152,270915205000028,41,55,65,56,59,44,22,36,34,28,21,24,15,20,5,3,2,0,0,1,0,52,52,70,74,53,49,33,38,37,28,29,19,21,13,8,4,1,3,2,0,0,0.6384180790960452,0.6501706484641638,0.6445837063563116,0.79,1.06,0.93,0.76,1.11,0.9,0.67,0.95,0.92,1.0,0.72,1.26,0.71,1.54,0.62,0.75,2.0,0.0,0.0,NULL,NULL,0.19254658385093168,0.1781609195402299,0,0,3,249,0,0,1,6,186
2709152,270915205000029,30,51,64,50,27,33,24,15,17,14,9,6,7,15,6,3,2,1,0,1,0,32,38,47,45,28,33,19,24,15,16,13,6,9,12,4,3,3,0,2,0,0,0.5386666666666666,0.5959885386819485,0.5662983425414365,0.94,1.34,1.36,1.11,0.96,1.0,1.26,0.62,1.13,0.88,0.69,1.0,0.78,1.25,1.5,1.0,0.67,NULL,0.0,NULL,NULL,0.19310344827586207,0.20512820512820512,0,0,1,136,0,0,2,2,96
2709152,270915205000030,85,98,88,57,53,48,52,38,33,27,14,18,14,7,4,7,1,0,0,0,0,84,99,87,52,57,69,56,43,34,17,21,23,14,6,5,4,2,2,1,0,0,0.5496894409937888,0.5710059171597633,0.5606060606060606,1.01,0.99,1.01,1.1,0.93,0.7,0.93,0.88,0.97,1.59,0.67,0.78,1.0,1.17,0.8,1.75,0.5,0.0,0.0,NULL,NULL,0.07011070110701106,0.07407407407407407,0,0,0,299,0,0,0,20,243
2709152,270915205000031,26,33,39,23,13,26,12,16,8,5,7,8,1,3,1,1,0,0,0,0,0,26,26,29,18,23,22,24,12,13,5,6,5,2,0,2,0,0,0,0,0,0,0.536036036036036,0.6103286384976526,0.5724137931034483,1.0,1.27,1.34,1.28,0.57,1.18,0.5,1.33,0.62,1.0,1.17,1.6,0.5,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,0.05102040816326531,0.024691358024691357,0,0,0,84,0,0,1,1,40
2709152,270915205000032,40,65,70,33,28,39,40,21,21,9,10,6,5,0,0,1,0,0,0,0,0,32,62,49,46,26,44,41,30,22,8,9,7,1,2,1,0,0,0,0,0,0,0.5463917525773195,0.6157894736842106,0.5807291666666666,1.25,1.05,1.43,0.72,1.08,0.89,0.98,0.7,0.95,1.12,1.11,0.86,5.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,0.005714285714285714,0.02097902097902098,0,0,3,169,0,0,1,13,139
2709152,270915205000033,126,142,109,85,65,58,52,58,34,17,14,12,9,20,8,2,3,0,1,0,0,128,118,121,87,68,70,56,50,42,20,13,15,5,12,2,2,2,4,1,0,0,0.49570552147239266,0.5220588235294118,0.5088902513795218,0.98,1.2,0.9,0.98,0.96,0.83,0.93,1.16,0.81,0.85,1.08,0.8,1.8,1.67,4.0,1.0,1.5,0.0,1.0,NULL,NULL,0.09018567639257294,0.06267029972752043,0,0,2,362,0,0,3,10,327
2709152,270915205000035,55,50,63,52,34,45,38,33,17,12,19,14,16,10,5,4,2,3,0,0,0,35,50,50,39,34,52,39,29,22,18,22,17,12,5,10,5,3,2,0,0,0,0.5932203389830508,0.6396396396396397,0.6157205240174672,1.57,1.0,1.26,1.33,1.0,0.87,0.97,1.14,0.77,0.67,0.86,0.82,1.33,2.0,0.5,0.8,0.67,1.5,NULL,NULL,NULL,0.14285714285714285,0.18518518518518517,0,0,6,168,0,0,5,10,110
2709152,270915205000036,64,73,70,67,54,45,33,28,22,23,23,20,15,7,8,5,3,0,0,0,0,55,60,71,65,54,45,33,26,25,29,18,23,12,17,5,4,1,0,0,1,0,0.5892857142857143,0.6066176470588235,0.5978260869565217,1.16,1.22,0.99,1.03,1.0,1.0,1.0,1.08,0.88,0.79,1.28,0.87,1.25,0.41,1.6,1.25,3.0,NULL,NULL,0.0,NULL,0.1111111111111111,0.15053763440860216,0,0,0,252,0,0,0,6,211
2709152,270915205000037,46,46,49,37,34,24,21,17,26,11,14,10,10,3,4,1,2,1,1,0,0,38,43,49,39,41,19,26,29,18,21,6,7,3,7,3,3,3,1,2,0,0,0.5714285714285714,0.5837988826815642,0.5776223776223777,1.21,1.07,1.0,0.95,0.83,1.26,0.81,0.59,1.44,0.52,2.33,1.43,3.33,0.43,1.33,0.33,0.67,1.0,0.5,NULL,NULL,0.0851063829787234,0.14615384615384616,0,1,0,134,0,0,1,4,112
2709152,270915205000023,26,32,28,28,32,29,24,8,15,12,14,5,10,14,9,3,1,4,0,0,0,22,35,32,27,33,25,17,6,17,21,14,9,9,10,3,4,3,4,0,0,2,0.6020408163265306,0.6075085324232082,0.6047700170357752,1.18,0.91,0.88,1.04,0.97,1.16,1.41,1.33,0.88,0.57,1.0,0.56,1.11,1.4,3.0,0.75,0.33,1.0,NULL,NULL,0.0,0.36046511627906974,0.29213483146067415,0,0,4,135,0,0,1,8,108
2709152,270915205000025,7,10,5,3,5,6,12,7,8,5,1,3,3,1,1,2,1,0,0,1,0,5,9,7,4,6,8,8,5,1,7,2,2,5,3,0,4,1,0,0,0,1,0.654320987654321,0.6153846153846154,0.6352201257861635,1.4,1.11,0.71,0.75,0.83,0.75,1.5,1.4,8.0,0.71,0.5,1.5,0.6,0.33,NULL,0.5,1.0,NULL,NULL,NULL,0.0,0.2727272727272727,0.42857142857142855,0,0,1,41,0,1,0,4,32
2709152,270915205000026,22,24,30,15,13,18,18,8,9,5,6,7,6,3,1,4,1,0,0,0,0,13,22,16,19,12,18,15,8,9,4,6,9,4,4,0,3,1,0,0,0,0,0.5526315789473685,0.6380368098159509,0.5920679886685553,1.69,1.09,1.88,0.79,1.08,1.0,1.2,1.0,1.0,1.25,1.0,0.78,1.5,0.75,NULL,1.33,1.0,NULL,NULL,NULL,NULL,0.11842105263157894,0.1568627450980392,0,0,0,78,0,0,0,2,61
2709152,270915205000038,42,49,57,64,32,27,29,27,22,13,14,8,11,13,5,2,1,2,0,0,0,50,50,60,33,35,43,29,32,31,15,11,15,5,10,4,2,3,0,4,0,0,0.5909090909090909,0.5763888888888888,0.5835294117647059,0.84,0.98,0.95,1.94,0.91,0.63,1.0,0.84,0.71,0.87,1.27,0.53,2.2,1.3,1.25,1.0,0.33,NULL,0.0,NULL,NULL,0.1554054054054054,0.14375,0,1,2,185,0,0,2,13,154
2709152,270915205000039,50,48,40,35,49,35,29,26,24,16,22,14,8,6,5,4,1,0,1,0,0,35,43,64,60,48,34,20,39,34,23,17,16,12,10,10,3,3,3,1,0,0,0.6246973365617433,0.6378947368421053,0.6317567567567568,1.43,1.12,0.62,0.58,1.02,1.03,1.45,0.67,0.71,0.7,1.29,0.88,0.67,0.6,0.5,1.33,0.33,0.0,1.0,NULL,NULL,0.12318840579710146,0.2112676056338028,0,0,4,217,0,1,2,15,172
2709152,270915205000040,62,80,71,54,45,41,28,23,28,22,17,12,9,10,2,1,3,1,1,0,1,71,57,58,69,48,39,37,32,24,28,19,12,9,6,10,2,0,2,0,0,0,0.5459882583170255,0.6061185468451242,0.5764023210831721,0.87,1.4,1.22,0.78,0.94,1.05,0.76,0.72,1.17,0.79,0.89,1.0,1.0,1.67,0.2,0.5,NULL,0.5,NULL,NULL,NULL,0.0892018779342723,0.10752688172043011,0,0,1,228,0,0,1,3,192
2709152,270915205000041,137,149,199,120,106,87,90,80,53,36,28,23,19,22,12,2,3,1,3,0,0,162,163,166,128,107,120,119,78,77,53,27,27,20,14,11,6,1,1,0,0,0,0.5487179487179488,0.590625,0.5706122448979591,0.85,0.91,1.2,0.94,0.99,0.72,0.76,1.03,0.69,0.68,1.04,0.85,0.95,1.57,1.09,0.33,3.0,1.0,NULL,NULL,NULL,0.088659793814433,0.06720977596741344,0,2,8,561,0,2,1,25,477
2709152,270915205000042,34,36,34,34,29,33,35,18,23,30,9,17,8,5,9,4,2,2,0,0,0,31,42,42,41,37,30,39,20,24,25,23,15,14,9,9,6,3,0,0,0,0,0.6519337016574586,0.6536585365853659,0.6528497409326425,1.1,0.86,0.81,0.83,0.78,1.1,0.9,0.9,0.96,1.2,0.39,1.13,0.57,0.56,1.0,0.67,0.67,NULL,NULL,NULL,NULL,0.21153846153846154,0.23478260869565218,0,2,10,181,0,2,4,31,139
2709152,270915205000043,44,38,52,50,33,33,38,36,29,11,14,15,11,8,6,2,2,0,0,0,0,33,50,47,46,44,37,36,29,33,19,13,14,8,0,5,1,1,1,1,0,0,0.6398104265402843,0.6674641148325359,0.6535714285714286,1.33,0.76,1.11,1.09,0.75,0.89,1.06,1.24,0.88,0.58,1.08,1.07,1.38,NULL,1.2,2.0,2.0,0.0,0.0,NULL,NULL,0.13432835820895522,0.06923076923076923,0,1,5,196,1,0,1,13,164
2709152,270915205000044,11,11,16,8,13,12,10,5,0,5,7,2,4,3,0,1,0,0,0,0,0,7,11,6,12,14,8,5,4,2,3,8,3,0,1,1,0,0,0,0,0,0,0.6111111111111112,0.6941176470588235,0.6476683937823834,1.57,1.0,2.67,0.67,0.93,1.5,2.0,1.25,0.0,1.67,0.88,0.67,NULL,3.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,0.10526315789473684,0.08333333333333333,0,0,0,41,0,0,0,1,31
2709152,270915205000045,5,5,10,10,12,5,8,6,4,2,4,5,4,0,2,0,0,1,0,0,0,10,10,11,8,13,5,7,4,4,6,5,3,3,2,1,0,1,2,0,0,0,0.7228915662650602,0.6105263157894737,0.6629213483146067,0.5,0.5,0.91,1.25,0.92,1.0,1.14,1.5,1.0,0.33,0.8,1.67,1.33,0.0,2.0,NULL,0.0,0.5,NULL,NULL,NULL,0.15,0.1935483870967742,0,1,2,42,0,1,2,2,34
2709152,270915205000046,15,9,9,7,9,10,11,6,6,3,5,3,3,5,0,2,1,0,0,0,0,9,7,14,6,9,11,7,1,5,4,5,4,6,3,0,3,1,0,1,0,0,0.6057692307692307,0.6041666666666666,605,1.67,1.29,0.64,1.17,1.0,0.91,1.57,6.0,1.2,0.75,1.0,0.75,0.5,1.67,NULL,0.67,1.0,NULL,0.0,NULL,NULL,0.24242424242424243,0.26666666666666666,0,0,1,56,0,0,0,6,48
